247,"Four feet wide and carried five above the ground by a seemingly endless series of stanchions, the Alaska Pipeline is, for most of its 800-mile route, the only mark humanity has made on the pristine wilderness of this last frontier. The only mark, that is, except for the road that accompanies the pipeline on its long journey south from the Artic outpost of Prudhoe Bay to Valdez. 

For born and bred Alaskan Lael Wilcox, this lonely road has always held a special interest. In fact, she’s ridden most of it before. But this time she’s back with a new challenge to set a Fastest Known Time, or FKT, for the route and bring a new source of energy to the road. By pushing herself, she hopes to encourage other riders, wherever they live and however long they’ve been riding, to do the same. 

But this is a record attempt not a race, so Lael’s number one adjective is to have fun. All you have to do is show up with what you have, ride with all your heart and see how it goes. Oh, and you need to eat like it’s your job! Created by an all-female crew, tune into this latest episode of Rapha Gone Racing to find out how Lael got on in the Alaskan wilderness and whether the rumours that she is quicker than crude oil are actually true.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",21min11sec,,5549,2021-09-27T19:00:11Z,Rapha Gone Racing - Alaska Pipeline FKT,oHEN9WpVayc,212569
171,"Welcome to the world’s toughest mountain bike race. Over seven stages and a prologue, on sinuous single track and dusty farm roads, under glaring South African sun and the odd sudden downpour, the Cape Epic always crowns a worthy winner. Two, in fact, since riders race in pairs. But we know all this… We’ve been here before, and 18 months after the pandemic put paid to our first appearance at the Cape Epic, Rapha Gone Racing returns for a second attempt. But so much has changed since last time. For a start, none of Lachlan Morton’s regular teammates could make it to this race so the team has reached out for reinforcements. And in Kenya’s Kenneth Karaya, they’ve uncovered a gem. This will be the biggest race of his life so far but in Lachlan Morton, he has the perfect partner for keeping things in perspective. After all, racing is never all about results. Tune into Rapha Gone Racing from the Cape Epic to find out how they fared. 

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com
Additional Migration Gravel footage: Wahoo 

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",22min44sec,,3786,2021-12-13T20:00:10Z,Rapha Gone Racing - Cape Epic 2021,TG-app2HQR0,124013
0,0,0,,0,0,0,xaCHqTpoRwE,0
comment_count,description,duration,keywords,like_count,release_time,title,video_id,view_count
163,"Following a near fatal crash in 2021 that left her bed-bound and unable to walk, Ana Orenz could think of only one correct course of action - to return to the race that nearly killed her just one year on.

Pitched to Rapha on the terrace of Kendal Mountain Film Festival in 2021 by Best Short Film winners Rufus Exton and Steve Bliss, Descent tells the remarkable tale of a life lived in devotion of the bike, where passion becomes obsession and the tests of true strength go far beyond the physical - when the ultimate test of endurance exists inside the mind. A working, single mother and ultra distance cyclist, Ana’s life is geared toward solitude but has been shaped by the presence of others. 

From childhood disability to triple-everesting and then sustaining life-altering injuries, this is the journey of coming to terms with a body you no longer recognise and relearning what it is, and is not, capable of.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",1hour6min49sec,,2607,2022-11-21T12:00:26Z,Rapha Films Presents | Descent (Feature Film),kMazM7DlFz8,146462
71,"It’s been 33 years since women last stood on the startline at the Tour de France. This year, they returned to show the race just what it’s been missing. With a powerful squad packed full of character, EF Education-TIBCO-SVB had six spots to fill. We followed the team behind the scenes throughout their journey to the Champs-Elysees and beyond, experiencing the ups and downs, tears and triumphs that surround the biggest race in the world.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",42min30sec,,1983,2022-09-05T19:00:12Z,Rapha Films Presents | Tour De Force,y_4HmW3Ra4w,85789
75,"There’s no team quite like L39ION of Los Angeles. Borne from a brotherhood intent on shaking up the sport and creating meaningful change, they’re a team packed full of individuality, but united in more ways than one. Founded by Justin and Cory Williams, intent on driving diversity and inclusion in cycling, the team now boasts two sets of sisters, Skylar and Samantha Schneider, plus Kendall and Alexis Ryan. Exploring the unspoken bond that shared experience brings, this film is an intimate look into what it means to ride beside your sibling, and the untouchable understanding that ties you together.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",18min14sec,,1245,2022-07-18T19:00:11Z,Rapha Films Presents | In Tandem,LaraJLDNplM,49210
37,"He might not be a household name but for many cycling fans EF Education-EasyPost sports director Andreas Klier is a living legend. Renowned for his next-level knowledge of every cobbled sector from the Tour of Flanders and Paris-Roubaix, Andreas is only too aware that professional cycling demands complete dedication. To be in this game you have to give all you’ve got so away from the races he seeks relief amid the peace and quiet of his art studio. In this film we find out what keeps Andreas riding today and why painting is a part of his life in the peloton, not an escape from it. 

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",14min45sec,,1249,2022-06-06T19:00:21Z,Rapha Films Presents | Thinking Clearly,l87bSa1ekBI,70701
92,"Our last film of the year follows three EF team riders on their progress at the first ever Life Time Grand Prix series. Consisting of six races spread out across the US, this was an altogether new kind of competition. 

As the opportunity for road racing in America has waned somewhat in previous years, a new form has emerged. Off-road racing has announced itself onto the scene, with races popping up all over the country. The Life Time Grand Prix series is the first of its kind, this year consisting of three gravel and three MTB races, as well as an equal split of places and prize money for men and women.

EF Education-Easypost riders Alex Howes and Lachlan Morton, and EF Education-TIBCO-SVB rider Emily Newsom all lined up as part of their alternative calendar, where lines between the WorldTour and off-road racing are becoming increasingly blurred. With varying approaches to racing and life commitments, this film is an ode to our original Gone Racing films, but with a look to the future of the sport. We send off Alex and Emily whilst documenting the unpredictable trials and unforeseen triumphs of riding this uncharted territory.

Music by Builder's Tea and Emily Newsom.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",36min46sec,,2680,2022-12-23T20:00:06Z,Rapha Films Presents | Gone Racing,AwA6dcLwW1I,157789
0,"It’s been 33 years since women last stood on the startline at the Tour de France. This year, they returned to show the race just what it’s been missing. With a powerful squad packed full of character, EF Education-TIBCO-SVB had six spots to fill. We followed the team behind the scenes throughout their journey to the Champs-Elysees and beyond, experiencing the ups and downs, tears and triumphs that surround the biggest race in the world.",1min,,0,2022-09-03T20:57:51Z,Rapha Films Presents | Tour de Force (Trailer),Midz8UA3zvg,591
0,"There’s no team quite like L39ION of Los Angeles. Borne from a brotherhood intent on shaking up the sport and creating meaningful change, they’re a team packed full of individuality, but united in more ways than one. Founded by Justin and Cory Williams, intent on driving diversity and inclusion in cycling, the team now boasts two sets of sisters, Skylar and Samantha Schenider, plus Kendall and Alexis Ryan. Exploring the unspoken bond that shared experience brings, this film is an intimate look into what it means to ride beside your sibling, and the untouchable understanding that ties you together.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",1min1sec,,1,2022-07-15T19:53:11Z,Rapha Films Presents | In Tandem (Trailer),pTGMbzmQuls,967
